Student,Semester,Math,Physics,Chemistry,Biology,English
Matthew Bruce,Semester 7,41.0,56.0,46.0,75.0,
Andre Lynch,Semester 2,,38.0,36.0,,
Andre Lynch,Semester 7,,,98.0,55.0,92.0
Andre Lynch,Semester 1,,34.0,,,67.0
Andre Lynch,Semester 8,,93.0,100.0,,
Andre Lynch,Semester 5,,,,,
Andre Lynch,Semester 6,69.0,82.0,,,
Andre Lynch,Semester 4,,40.0,,62.0,100.0
Andre Lynch,Semester 3,88.0,37.0,,,84.0
John Cooke,Semester 6,35.0,76.0,62.0,,42.0
John Cooke,Semester 4,55.0,74.0,48.0,43.0,
John Cooke,Semester 8,86.0,,72.0,,46.0
John Cooke,Semester 5,40.0,,67.0,,
John Cooke,Semester 2,67.0,,52.0,71.0,
John Cooke,Semester 7,46.0,,,,
Kimberly Perez,Semester 1,77.0,37.0,37.0,,
Kimberly Perez,Semester 7,36.0,51.0,,64.0,
Kimberly Perez,Semester 6,38.0,37.0,,,32.0
Kimberly Perez,Semester 8,,87.0,,67.0,
Kimberly Perez,Semester 5,,93.0,98.0,35.0,51.0
Kimberly Perez,Semester 2,,37.0,76.0,73.0,
Courtney Jenkins,Semester 6,42.0,64.0,,92.0,
Patricia Davis,Semester 4,83.0,,41.0,,39.0
Stephanie Rodgers,Semester 5,87.0,,,79.0,
Stephanie Rodgers,Semester 3,63.0,,84.0,,
Stephanie Rodgers,Semester 7,48.0,56.0,,,38.0
Stephanie Rodgers,Semester 2,36.0,,31.0,54.0,
Stephanie Rodgers,Semester 8,72.0,,40.0,,39.0
Stephanie Rodgers,Semester 4,81.0,,55.0,,75.0
Michael Hill,Semester 2,,46.0,,,
Michael Hill,Semester 3,,,38.0,,63.0
Michael Hill,Semester 1,,,,,
Michael Hill,Semester 6,96.0,64.0,81.0,,95.0
Michael Hill,Semester 7,71.0,63.0,88.0,97.0,94.0
Michael Hill,Semester 5,89.0,,,,
James Mckay,Semester 2,42.0,,,32.0,90.0
Patrick Weaver,Semester 7,34.0,,,,
Patrick Weaver,Semester 3,64.0,90.0,73.0,99.0,31.0
Patrick Garrison,Semester 6,,47.0,,,66.0
Patrick Garrison,Semester 4,57.0,46.0,,44.0,
Laura Brady,Semester 4,41.0,,42.0,,
Laura Brady,Semester 2,,,95.0,,41.0
Laura Brady,Semester 6,,43.0,44.0,74.0,80.0
Laura Brady,Semester 7,47.0,,,87.0,
Laura Brady,Semester 5,35.0,,83.0,,
Laura Brady,Semester 8,33.0,40.0,,,
Savannah Bowen,Semester 3,,,48.0,63.0,
Savannah Bowen,Semester 4,91.0,,48.0,42.0,69.0
Savannah Bowen,Semester 6,,51.0,,40.0,44.0
Savannah Bowen,Semester 8,,49.0,95.0,,80.0
Savannah Bowen,Semester 7,,,89.0,87.0,
Savannah Bowen,Semester 1,,84.0,,63.0,44.0
Sarah Walker,Semester 4,,49.0,45.0,30.0,
Sarah Walker,Semester 1,,42.0,32.0,,48.0
Sarah Walker,Semester 8,,43.0,30.0,82.0,44.0
Sarah Walker,Semester 2,,,49.0,,87.0
Sarah Walker,Semester 5,,37.0,,65.0,71.0
Sarah Walker,Semester 6,44.0,40.0,49.0,,
Sarah Walker,Semester 3,51.0,,70.0,,78.0
Sarah Walker,Semester 7,40.0,46.0,69.0,68.0,
Alan Singh,Semester 4,67.0,,58.0,,
Alan Singh,Semester 7,,48.0,76.0,,78.0
Alan Singh,Semester 5,,69.0,,57.0,
Alan Singh,Semester 2,50.0,,,53.0,100.0
Alan Singh,Semester 1,69.0,78.0,94.0,,
Alan Singh,Semester 6,,91.0,,58.0,75.0
Alan Singh,Semester 8,67.0,,94.0,74.0,
Kimberly Barton,Semester 5,81.0,,99.0,100.0,42.0
Kimberly Barton,Semester 6,,,72.0,46.0,38.0
Kimberly Barton,Semester 8,55.0,,,56.0,33.0
Kimberly Barton,Semester 1,,73.0,,55.0,74.0
Kimberly Barton,Semester 7,,,83.0,,34.0
Kimberly Barton,Semester 3,50.0,,,85.0,
Kimberly Barton,Semester 2,88.0,,76.0,96.0,39.0
Kimberly Barton,Semester 4,,,56.0,,
Todd Williams,Semester 4,31.0,73.0,50.0,75.0,
Todd Williams,Semester 3,95.0,,,32.0,78.0
Todd Williams,Semester 2,,,58.0,31.0,
Todd Williams,Semester 1,98.0,,47.0,65.0,65.0
Todd Williams,Semester 8,,50.0,,82.0,
Joshua Hawkins,Semester 4,46.0,,,98.0,
Joshua Hawkins,Semester 8,,45.0,,59.0,43.0
Joshua Hawkins,Semester 5,88.0,31.0,65.0,,80.0
Joshua Hawkins,Semester 3,90.0,42.0,,51.0,92.0
Joshua Hawkins,Semester 6,40.0,98.0,,55.0,
Joshua Hawkins,Semester 7,88.0,,,,
Joshua Hawkins,Semester 1,97.0,,,41.0,
Joshua Hawkins,Semester 2,,,,35.0,
John Lopez,Semester 3,63.0,,36.0,43.0,
John Lopez,Semester 7,,,98.0,,
John Lopez,Semester 4,,,,95.0,
John Lopez,Semester 2,,,37.0,,96.0
John Lopez,Semester 5,56.0,,86.0,,
Joseph Moore DVM,Semester 5,76.0,53.0,75.0,,80.0
Joseph Moore DVM,Semester 8,75.0,,,98.0,
Stephen Johnson,Semester 1,,,,37.0,92.0
Stephen Johnson,Semester 3,,100.0,,,
Stephen Johnson,Semester 2,,33.0,,69.0,98.0
Stephen Johnson,Semester 7,,30.0,,65.0,
Belinda Shea,Semester 2,,,,86.0,34.0
Belinda Shea,Semester 1,39.0,,74.0,,
Belinda Shea,Semester 8,,66.0,,63.0,
Belinda Shea,Semester 3,56.0,53.0,94.0,90.0,
Belinda Shea,Semester 7,,52.0,,,
Belinda Shea,Semester 6,52.0,,,,77.0
Belinda Shea,Semester 4,33.0,73.0,53.0,75.0,42.0
Belinda Shea,Semester 5,83.0,99.0,46.0,,
John Farmer,Semester 2,51.0,,89.0,,
John Farmer,Semester 8,,,,69.0,71.0
John Farmer,Semester 5,85.0,85.0,,91.0,
Michael Joseph,Semester 2,,,39.0,80.0,
Michael Joseph,Semester 5,71.0,92.0,74.0,,59.0
Michael Joseph,Semester 8,,97.0,51.0,45.0,
Michael Joseph,Semester 3,73.0,74.0,,30.0,
Anthony Simpson,Semester 8,42.0,57.0,,50.0,
Anthony Simpson,Semester 1,48.0,34.0,,68.0,
Anthony Simpson,Semester 4,68.0,79.0,,,
Anthony Simpson,Semester 6,90.0,,,48.0,
Anthony Simpson,Semester 2,,65.0,83.0,,
Anthony Simpson,Semester 7,97.0,,96.0,81.0,55.0
Anthony Simpson,Semester 5,47.0,82.0,,,91.0
Christopher Mahoney,Semester 2,59.0,,,59.0,
Christopher Mahoney,Semester 7,,,57.0,90.0,96.0
Christopher Mahoney,Semester 3,,97.0,72.0,,45.0
Christopher Mahoney,Semester 8,86.0,78.0,,88.0,
Christopher Mahoney,Semester 4,,,95.0,47.0,
Amanda Bean,Semester 1,,,69.0,,65.0
Amanda Bean,Semester 4,40.0,,67.0,,
Mr. Michael Fleming II,Semester 3,,68.0,,41.0,79.0
Mr. Michael Fleming II,Semester 8,49.0,89.0,,55.0,99.0
Mr. Michael Fleming II,Semester 1,,,,65.0,
Mr. Michael Fleming II,Semester 5,71.0,54.0,65.0,,
Mr. Michael Fleming II,Semester 6,59.0,88.0,,,94.0
Mr. Michael Fleming II,Semester 7,,,,,
Marilyn Vargas,Semester 4,85.0,94.0,37.0,35.0,
Marilyn Vargas,Semester 7,,80.0,,89.0,
Marilyn Vargas,Semester 1,91.0,,68.0,,
Marilyn Vargas,Semester 3,66.0,,,65.0,69.0
Marilyn Vargas,Semester 5,85.0,,61.0,38.0,69.0
Marilyn Vargas,Semester 6,81.0,,76.0,,
Marilyn Vargas,Semester 8,95.0,67.0,36.0,51.0,96.0
Marilyn Vargas,Semester 2,63.0,,89.0,,95.0
Andrew Vance,Semester 6,68.0,65.0,91.0,,54.0
Andrew Vance,Semester 3,,73.0,,,
Andrew Vance,Semester 5,,,,93.0,96.0
Andrew Vance,Semester 8,,83.0,,,
Andrew Vance,Semester 4,,,34.0,90.0,50.0
Andrew Vance,Semester 1,52.0,,32.0,,
Andrew Vance,Semester 2,,,,,63.0
Andrew Vance,Semester 7,,,95.0,,
Bailey Kelly,Semester 3,,,,44.0,84.0
Bailey Kelly,Semester 2,,,,,
Bailey Kelly,Semester 1,45.0,47.0,,,47.0
Rebecca Hall,Semester 2,57.0,,49.0,47.0,
Rebecca Hall,Semester 6,51.0,,,,
Rebecca Hall,Semester 5,,40.0,63.0,,
Rebecca Hall,Semester 1,58.0,,,,95.0
Lance Weaver,Semester 3,,,,93.0,66.0
Alexis Stone,Semester 2,83.0,,,77.0,92.0
Alexis Stone,Semester 8,51.0,44.0,,100.0,
Alexis Stone,Semester 4,,91.0,,,32.0
Alexis Stone,Semester 1,,,84.0,45.0,54.0
Alexis Stone,Semester 3,39.0,40.0,79.0,82.0,61.0
Alexis Stone,Semester 7,,,44.0,58.0,37.0
Alexis Stone,Semester 5,65.0,48.0,,,62.0
Alexis Stone,Semester 6,57.0,,30.0,59.0,48.0
Tabitha Warren,Semester 7,36.0,54.0,92.0,,71.0
Tabitha Warren,Semester 2,,90.0,,50.0,40.0
Tabitha Warren,Semester 5,,46.0,44.0,63.0,81.0
Tabitha Warren,Semester 8,67.0,,95.0,50.0,92.0
Tabitha Warren,Semester 1,,,,,45.0
Tabitha Warren,Semester 6,61.0,,40.0,,87.0
Tabitha Warren,Semester 4,,,,,
Tabitha Warren,Semester 3,,,,,66.0
Chelsea Powers,Semester 3,69.0,,,,
Chelsea Powers,Semester 8,,63.0,,49.0,
Chelsea Powers,Semester 5,,48.0,45.0,37.0,71.0
Chelsea Powers,Semester 2,,,,,
Chelsea Powers,Semester 4,99.0,66.0,46.0,,79.0
Chelsea Powers,Semester 1,81.0,98.0,,74.0,
Chelsea Powers,Semester 7,31.0,,,54.0,
Chelsea Powers,Semester 6,,,83.0,34.0,
Shelley Douglas,Semester 4,87.0,,,91.0,65.0
Shelley Douglas,Semester 8,,,37.0,71.0,67.0
Shelley Douglas,Semester 1,,,94.0,,
Shelley Douglas,Semester 5,94.0,45.0,71.0,,
Tina Brown,Semester 4,94.0,,71.0,,
Tina Brown,Semester 6,95.0,82.0,75.0,,65.0
Alex Estrada,Semester 2,74.0,,,,94.0
Alex Estrada,Semester 6,86.0,52.0,94.0,,
Alex Estrada,Semester 5,,,63.0,85.0,85.0
Alex Estrada,Semester 3,68.0,99.0,,62.0,
Alex Estrada,Semester 4,76.0,33.0,,97.0,
Alex Estrada,Semester 8,69.0,53.0,,97.0,67.0
Alex Estrada,Semester 7,57.0,31.0,,93.0,
Dustin Hodges,Semester 2,53.0,30.0,,58.0,
Mathew Olson,Semester 8,33.0,40.0,,38.0,58.0
Mathew Olson,Semester 1,,80.0,,,55.0
Mathew Olson,Semester 7,30.0,69.0,93.0,,
Mathew Olson,Semester 6,,88.0,,82.0,72.0
Mathew Olson,Semester 3,,41.0,97.0,,64.0
Rhonda Cherry,Semester 7,74.0,96.0,,32.0,94.0
Rhonda Cherry,Semester 3,,,,,
Rhonda Cherry,Semester 1,86.0,31.0,72.0,36.0,37.0
Rhonda Cherry,Semester 5,35.0,,,68.0,
Nicole Edwards,Semester 7,,89.0,95.0,64.0,70.0
Nicole Edwards,Semester 2,32.0,,96.0,92.0,71.0
Nicole Edwards,Semester 4,,,,93.0,
Nicole Edwards,Semester 5,,,,,
Nicole Edwards,Semester 6,,,,37.0,
Nicole Edwards,Semester 8,56.0,,47.0,,31.0
Nicole Edwards,Semester 3,81.0,64.0,48.0,,50.0
Nicole Edwards,Semester 1,33.0,80.0,64.0,89.0,40.0
Christina Valentine,Semester 8,59.0,95.0,59.0,49.0,
Thomas Hart,Semester 2,58.0,,,,
Thomas Hart,Semester 4,,33.0,,95.0,
Thomas Hart,Semester 1,,,,,52.0
Thomas Hart,Semester 7,93.0,67.0,55.0,48.0,
Philip Lindsey,Semester 8,,99.0,,61.0,
Philip Lindsey,Semester 4,64.0,49.0,,,
Philip Lindsey,Semester 5,35.0,,,84.0,
Philip Lindsey,Semester 6,,60.0,,70.0,74.0
Philip Lindsey,Semester 1,,,71.0,58.0,
Philip Lindsey,Semester 7,,,,,96.0
Philip Lindsey,Semester 2,47.0,88.0,30.0,39.0,
Philip Lindsey,Semester 3,,,90.0,58.0,42.0
Ryan Taylor,Semester 7,48.0,46.0,,,57.0
Ryan Taylor,Semester 1,90.0,38.0,67.0,,66.0
Ryan Taylor,Semester 3,57.0,35.0,93.0,,58.0
Sharon Bell,Semester 3,68.0,85.0,48.0,,
Sharon Bell,Semester 4,,,,,
Sharon Bell,Semester 5,92.0,,,,83.0
Sharon Bell,Semester 8,,33.0,39.0,,83.0
Sharon Bell,Semester 2,99.0,,81.0,,
Sharon Bell,Semester 1,,46.0,81.0,86.0,
Sharon Bell,Semester 6,84.0,77.0,43.0,,49.0
Adrienne Williams,Semester 3,,,,,
Adrienne Williams,Semester 7,,68.0,,,
Adrienne Williams,Semester 4,99.0,,86.0,,76.0
Adrienne Williams,Semester 1,69.0,37.0,48.0,,72.0
Adrienne Williams,Semester 6,,76.0,,,78.0
Adrienne Williams,Semester 8,,,98.0,70.0,68.0
Adrienne Williams,Semester 2,83.0,,,,50.0
Sherry Edwards,Semester 1,31.0,,40.0,,90.0
Sherry Edwards,Semester 5,,60.0,75.0,40.0,
Sherry Edwards,Semester 6,,,,,95.0
Sherry Edwards,Semester 3,,,,,37.0
Sherry Edwards,Semester 8,80.0,74.0,,,62.0
Sherry Edwards,Semester 2,59.0,89.0,44.0,77.0,
Sherry Edwards,Semester 4,41.0,,72.0,,53.0
Sherry Edwards,Semester 7,38.0,,77.0,,
Stephanie Johnson,Semester 7,84.0,,,,51.0
James Quinn,Semester 5,41.0,66.0,35.0,87.0,
James Quinn,Semester 8,89.0,,68.0,70.0,57.0
James Quinn,Semester 3,,,,33.0,78.0
James Quinn,Semester 1,,,,64.0,71.0
Robin Smith,Semester 5,89.0,,,34.0,
Robin Smith,Semester 2,56.0,97.0,,,
Robin Smith,Semester 3,68.0,,,,
Robin Smith,Semester 6,59.0,77.0,36.0,,
Mr. Brandon Mitchell,Semester 7,41.0,,,58.0,45.0
Stephen Bush,Semester 2,,39.0,51.0,,
Stephen Bush,Semester 3,39.0,86.0,,53.0,
Brian Johnson,Semester 7,50.0,47.0,,79.0,
Brian Johnson,Semester 3,78.0,,,,
Brian Johnson,Semester 8,69.0,34.0,95.0,,
Brian Johnson,Semester 5,,,63.0,,
Brian Johnson,Semester 6,,79.0,79.0,46.0,
Brian Johnson,Semester 4,87.0,,53.0,65.0,
Brian Harris,Semester 6,45.0,,62.0,43.0,
Brian Harris,Semester 3,91.0,,,,
Brian Harris,Semester 2,94.0,,,,
Tyler White,Semester 4,,,,,30.0
Tyler White,Semester 2,,,,90.0,
Tyler White,Semester 1,66.0,87.0,,,30.0
Tyler White,Semester 3,34.0,,34.0,,44.0
Tyler White,Semester 5,38.0,33.0,81.0,33.0,
Tyler White,Semester 6,,79.0,,76.0,
Tyler White,Semester 8,80.0,,90.0,47.0,54.0
Tyler White,Semester 7,63.0,51.0,,,
Michael Krueger,Semester 8,,,,,
Michael Krueger,Semester 5,38.0,49.0,74.0,72.0,43.0
Michael Krueger,Semester 6,79.0,36.0,,75.0,
Michael Krueger,Semester 7,59.0,58.0,33.0,,62.0
Michael Krueger,Semester 1,36.0,,66.0,82.0,56.0
Daniel Branch,Semester 1,,,,,
Daniel Branch,Semester 6,,,36.0,,
Daniel Branch,Semester 8,79.0,,,31.0,39.0
Daniel Branch,Semester 5,87.0,72.0,,,
Daniel Branch,Semester 4,,78.0,80.0,80.0,
Daniel Branch,Semester 7,,89.0,50.0,,34.0
Joshua Patel,Semester 7,,59.0,,,
Joshua Patel,Semester 3,,,57.0,89.0,
Dr. Connor Chavez,Semester 7,41.0,77.0,,79.0,98.0
Dr. Connor Chavez,Semester 5,60.0,100.0,,88.0,
Dr. Connor Chavez,Semester 3,,,,74.0,87.0
Jane Thompson,Semester 2,,,,,
Jane Thompson,Semester 8,36.0,,44.0,61.0,83.0
Jane Thompson,Semester 3,82.0,,93.0,51.0,
Jane Thompson,Semester 6,52.0,,,50.0,
Jane Thompson,Semester 7,81.0,33.0,,,
Jane Thompson,Semester 4,100.0,,40.0,,
Jane Thompson,Semester 5,80.0,86.0,,,34.0
Jane Thompson,Semester 1,,83.0,,,88.0
Dale Holmes,Semester 7,48.0,33.0,,57.0,
Dale Holmes,Semester 1,94.0,,98.0,,98.0
Dale Holmes,Semester 3,,,79.0,62.0,
Richard Gonzalez,Semester 7,85.0,,,85.0,
Richard Gonzalez,Semester 3,31.0,,33.0,70.0,67.0
Richard Gonzalez,Semester 8,48.0,,,,76.0
Richard Gonzalez,Semester 4,50.0,,,,48.0
Richard Gonzalez,Semester 1,,,32.0,,36.0
Richard Gonzalez,Semester 6,91.0,,,67.0,
Sharon Chase,Semester 7,85.0,,41.0,,71.0
Sharon Chase,Semester 3,,92.0,34.0,100.0,
Travis David,Semester 2,,62.0,,46.0,
Travis David,Semester 3,71.0,74.0,,,
Travis David,Semester 1,89.0,36.0,62.0,,46.0
Travis David,Semester 6,,78.0,,97.0,
Travis David,Semester 5,,50.0,,,
Travis David,Semester 8,65.0,42.0,52.0,56.0,
Travis Jones,Semester 1,37.0,,56.0,,
Travis Jones,Semester 5,,,,95.0,32.0
Travis Jones,Semester 3,,,,,
Travis Jones,Semester 2,,,33.0,,89.0
Travis Jones,Semester 6,,,,,
Travis Jones,Semester 8,51.0,,,63.0,39.0
Travis Jones,Semester 7,,,,87.0,77.0
Darlene Hansen,Semester 2,74.0,46.0,41.0,,47.0
Darlene Hansen,Semester 4,91.0,,72.0,63.0,78.0
Darlene Hansen,Semester 5,,,47.0,,72.0
Darlene Hansen,Semester 8,,,,58.0,
Darlene Hansen,Semester 7,38.0,,67.0,90.0,
Darlene Hansen,Semester 1,71.0,39.0,86.0,52.0,
Chelsea Meza,Semester 7,54.0,62.0,,33.0,66.0
Chelsea Meza,Semester 3,78.0,,91.0,,
Chelsea Meza,Semester 1,49.0,,,57.0,67.0
Barbara Hardy,Semester 6,,,80.0,,
Barbara Hardy,Semester 4,30.0,,,,
Barbara Hardy,Semester 2,36.0,94.0,,72.0,75.0
Barbara Hardy,Semester 5,31.0,85.0,81.0,31.0,92.0
Barbara Hardy,Semester 3,,46.0,,,72.0
Barbara Hardy,Semester 1,,,,64.0,
Michele Henry,Semester 3,,,78.0,,91.0
Michele Henry,Semester 7,44.0,84.0,,81.0,
Michele Henry,Semester 5,69.0,,,,
Dillon Beltran,Semester 1,,,98.0,45.0,
Dillon Beltran,Semester 6,,44.0,67.0,,69.0
Sarah Kelly,Semester 3,,52.0,,96.0,
Tracy Aguilar,Semester 2,83.0,67.0,,,52.0
Tracy Aguilar,Semester 4,,,,92.0,
Tracy Aguilar,Semester 7,,,,,75.0
Tracy Aguilar,Semester 1,100.0,,,,
Tracy Aguilar,Semester 5,,56.0,31.0,84.0,
Tracy Aguilar,Semester 8,98.0,47.0,,38.0,50.0
Sherry Smith,Semester 7,,,98.0,,38.0
Sherry Smith,Semester 2,74.0,60.0,71.0,,
Samuel Baker,Semester 2,,72.0,54.0,92.0,62.0
Samuel Baker,Semester 1,,69.0,95.0,87.0,33.0
Samuel Baker,Semester 8,67.0,,79.0,,90.0
Samuel Baker,Semester 6,44.0,,31.0,,
Samuel Baker,Semester 4,57.0,98.0,61.0,47.0,92.0
Samuel Baker,Semester 5,52.0,84.0,,,
Samuel Baker,Semester 3,50.0,47.0,46.0,100.0,86.0
Marcus Stewart,Semester 7,32.0,,,59.0,
Jessica Flynn,Semester 6,,82.0,,,
Jessica Flynn,Semester 2,,55.0,,,
Jessica Flynn,Semester 4,58.0,,36.0,91.0,53.0
Jessica Flynn,Semester 3,,,95.0,73.0,
Jessica Flynn,Semester 8,96.0,77.0,,95.0,
Mark Mitchell,Semester 3,83.0,,,38.0,
Mark Mitchell,Semester 6,54.0,,54.0,86.0,
Mark Mitchell,Semester 1,34.0,,96.0,34.0,
Mark Mitchell,Semester 8,63.0,,31.0,,55.0
Mark Mitchell,Semester 4,41.0,,,,
Cindy Shepherd,Semester 8,53.0,97.0,69.0,,76.0
Cindy Shepherd,Semester 3,93.0,,,,
Cindy Shepherd,Semester 2,,77.0,95.0,,47.0
Cindy Shepherd,Semester 5,,,78.0,50.0,
Cindy Shepherd,Semester 7,,60.0,43.0,94.0,
Cindy Shepherd,Semester 6,,100.0,52.0,,
Cindy Shepherd,Semester 4,,,33.0,,
Andrew Jennings,Semester 3,,72.0,,83.0,41.0
Andrew Jennings,Semester 6,55.0,93.0,85.0,,
Andrew Jennings,Semester 7,,,,95.0,81.0
Zachary Turner,Semester 2,,,54.0,43.0,89.0
Zachary Turner,Semester 1,,86.0,60.0,,
Zachary Turner,Semester 4,67.0,67.0,65.0,46.0,43.0
Carol Davis,Semester 1,,88.0,100.0,50.0,42.0
Carol Davis,Semester 6,,,,85.0,
Carol Davis,Semester 2,,77.0,37.0,76.0,67.0
Carol Davis,Semester 4,,,77.0,,
Carol Davis,Semester 5,,,,,
Sarah Waters,Semester 7,76.0,64.0,,43.0,92.0
Sarah Waters,Semester 8,,,,,65.0
Sarah Waters,Semester 3,53.0,39.0,,,
Sarah Waters,Semester 1,,,58.0,,
Sarah Waters,Semester 2,,79.0,97.0,,85.0
Sarah Waters,Semester 5,32.0,,55.0,71.0,76.0
John Lynch,Semester 3,,41.0,74.0,62.0,
John Lynch,Semester 2,,93.0,,,84.0
John Lynch,Semester 5,66.0,93.0,,,49.0
John Lynch,Semester 1,,51.0,,61.0,
John Lynch,Semester 6,,,51.0,88.0,95.0
John Lynch,Semester 4,,,46.0,,
John Lynch,Semester 8,,74.0,72.0,66.0,76.0
Cynthia Dunlap,Semester 5,,,,,
Cynthia Wright,Semester 3,,70.0,,77.0,
Cynthia Wright,Semester 1,33.0,74.0,96.0,93.0,32.0
Cynthia Wright,Semester 2,,33.0,41.0,36.0,88.0
Cynthia Wright,Semester 7,74.0,31.0,76.0,73.0,44.0
Krista Abbott,Semester 1,,49.0,69.0,,42.0
Krista Abbott,Semester 6,41.0,80.0,,84.0,67.0
Krista Abbott,Semester 4,,51.0,,45.0,52.0
Krista Abbott,Semester 3,,35.0,,69.0,
Krista Abbott,Semester 8,,69.0,,63.0,
Krista Abbott,Semester 5,,,,,97.0
Krista Abbott,Semester 7,,,50.0,94.0,
Krista Abbott,Semester 2,,75.0,,46.0,37.0
David Collins,Semester 3,,,70.0,,
Miguel York,Semester 5,,54.0,,50.0,
Miguel York,Semester 2,38.0,,53.0,,
Miguel York,Semester 8,,,86.0,65.0,
Miguel York,Semester 4,40.0,47.0,48.0,66.0,
John Todd,Semester 6,,,,88.0,76.0
John Todd,Semester 7,,,54.0,,
Brandon Smith,Semester 5,,86.0,47.0,,
Brandon Smith,Semester 1,,89.0,,,
Judy Griffin,Semester 2,,64.0,,97.0,
Judy Griffin,Semester 7,,89.0,,78.0,
Judy Griffin,Semester 5,81.0,66.0,,49.0,
Judy Griffin,Semester 6,,76.0,,38.0,30.0
Judy Griffin,Semester 3,,96.0,96.0,,
Judy Griffin,Semester 8,,,,,
Christina Shaw,Semester 4,,81.0,,99.0,61.0
Christina Shaw,Semester 7,60.0,51.0,,,
Christina Shaw,Semester 1,38.0,,,37.0,
Christina Shaw,Semester 6,,,66.0,,
Christina Shaw,Semester 3,50.0,,70.0,,
Christina Shaw,Semester 8,48.0,,38.0,,61.0
Deborah Brown,Semester 6,50.0,,,91.0,62.0
Deborah Brown,Semester 4,87.0,,,,
Deborah Brown,Semester 7,,63.0,46.0,82.0,
Deborah Brown,Semester 8,,,,77.0,70.0
Deborah Brown,Semester 2,46.0,,,,63.0
Susan Gray,Semester 8,37.0,34.0,95.0,37.0,
Ashley Pena,Semester 2,,,,,
Jennifer Brown,Semester 6,,,,,
Jeffrey Woods,Semester 1,93.0,,66.0,57.0,49.0
Christopher Smith,Semester 3,80.0,52.0,,64.0,
Christopher Smith,Semester 2,78.0,,43.0,56.0,
Christopher Smith,Semester 5,41.0,,63.0,,95.0
Laura Benton,Semester 3,,46.0,,,100.0
Laura Benton,Semester 4,40.0,,,50.0,57.0
Laura Benton,Semester 6,56.0,,,60.0,
Laura Benton,Semester 2,,87.0,,69.0,
Kayla Holmes,Semester 7,,,,63.0,30.0
Kayla Holmes,Semester 3,,55.0,,89.0,91.0
Jason Mckenzie,Semester 1,45.0,55.0,87.0,,
Jason Mckenzie,Semester 5,32.0,,77.0,40.0,
Jason Mckenzie,Semester 3,,86.0,34.0,,98.0
Jason Mckenzie,Semester 2,47.0,,,,
Jason Mckenzie,Semester 8,,,,,87.0
Jason Mckenzie,Semester 7,,76.0,,,
Jason Mckenzie,Semester 4,,89.0,100.0,,32.0
Jason Mckenzie,Semester 6,35.0,,87.0,95.0,54.0
Sarah Wells,Semester 8,,48.0,,,
Sarah Wells,Semester 3,47.0,53.0,99.0,40.0,83.0
Sarah Wells,Semester 2,42.0,97.0,55.0,50.0,36.0
Sarah Wells,Semester 1,89.0,93.0,,42.0,
Sarah Wells,Semester 5,,,,81.0,
Sarah Wells,Semester 7,49.0,,,47.0,60.0
Sarah Wells,Semester 6,96.0,,,,73.0
Sarah Wells,Semester 4,37.0,,,30.0,46.0
Clarence Bailey,Semester 7,64.0,,,66.0,
Johnathan Smith,Semester 3,93.0,,75.0,,
Tamara Young DVM,Semester 5,,,,82.0,
Tamara Young DVM,Semester 4,,94.0,,48.0,
Alexis Beltran,Semester 1,71.0,80.0,,63.0,
Alexis Beltran,Semester 7,,33.0,,38.0,95.0
Brett Martinez,Semester 6,,,44.0,81.0,97.0
Brett Martinez,Semester 3,47.0,,55.0,,
Brett Martinez,Semester 1,95.0,74.0,46.0,,33.0
Brett Martinez,Semester 5,43.0,,98.0,,37.0
Anna Mitchell,Semester 8,73.0,43.0,,,
Anna Mitchell,Semester 5,60.0,98.0,,84.0,
Anna Mitchell,Semester 4,,97.0,92.0,50.0,
Anna Mitchell,Semester 6,96.0,,89.0,60.0,93.0
Anna Mitchell,Semester 2,38.0,92.0,45.0,,85.0
Anna Mitchell,Semester 7,,82.0,85.0,,53.0
Anna Mitchell,Semester 3,,73.0,,35.0,67.0
Anna Mitchell,Semester 1,48.0,86.0,85.0,31.0,
Cody Flores,Semester 8,95.0,97.0,69.0,,73.0
Cody Flores,Semester 6,,,100.0,,53.0
Cody Flores,Semester 2,74.0,58.0,,,
Cody Flores,Semester 5,,,62.0,,
Cody Flores,Semester 3,,94.0,,,82.0
Cody Flores,Semester 1,97.0,,,54.0,85.0
Cody Flores,Semester 7,,,,,
Cody Flores,Semester 4,85.0,,30.0,,
Aaron Scott,Semester 4,,,74.0,98.0,
Aaron Scott,Semester 3,63.0,,,41.0,
Aaron Scott,Semester 7,79.0,86.0,60.0,,33.0
Aaron Scott,Semester 2,,53.0,,82.0,35.0
Aaron Scott,Semester 6,,99.0,81.0,,
Aaron Scott,Semester 8,,67.0,,62.0,37.0
Aaron Scott,Semester 5,,,,,68.0
John Barton,Semester 7,,45.0,77.0,,42.0
John Barton,Semester 8,,77.0,,,89.0
Elizabeth Wright,Semester 5,37.0,41.0,96.0,,63.0
Casey Lee,Semester 2,,60.0,,,76.0
Casey Lee,Semester 4,,36.0,,,45.0
Casey Lee,Semester 6,41.0,,51.0,58.0,
Casey Lee,Semester 8,79.0,,32.0,,
Casey Lee,Semester 1,,55.0,52.0,,43.0
Nancy Garcia,Semester 3,76.0,,,60.0,
Nancy Garcia,Semester 7,63.0,43.0,52.0,,
Nancy Garcia,Semester 4,,70.0,,92.0,
Nancy Garcia,Semester 2,94.0,37.0,,,
